AddressLine	City	Municipality	AdminDivision	Country	PostCode	Latitude	Longitude	Phone	IsWiFiHotSpot	IsWheelchairAccessible	Opens	Closes
707 Willis Ave	Williston Park		NY	US	11596	40.76396	-73.64656	(212) 555-0157	False	True	700	1800
33 E 61st St	Manhattan		NY	US	10021	40.76423	-73.96958	(212) 555-0133	False	True	800	2200
808 Lexington Ave	Manhattan		NY	US	10021	40.76435	-73.96656	(212) 555-0169	False	False	900	2400
3821 W Riverside Dr	Burbank		CA	US	91505	34.15261	-118.34112	(209) 555-0123	False	True	700	1800
781 5th Ave	Manhattan		NY	US	10022	40.76451	-73.97293	(212) 555-0153	False	False	800	2200
299 S Main St	Salt Lake City		UT	US	84111	40.76456	-111.89132	(435) 555-0112	False	False	700	1800
257 W 55th St	Manhattan		NY	US	10019	40.76498	-73.98327	(212) 555-0145	False	True	800	2200
255 W 55th St	Manhattan		NY	US	10019	40.76499	-73.9833	(212) 555-0111	False	True	700	1800
839 Lexington Ave	Manhattan		NY	US	10021	40.76502	-73.96637	(212) 555-0193	False	False	1000	2000
900 7th Ave	Manhattan		NY	US	10019	40.76503	-73.98027	(212) 555-0148	False	True	800	2200
696 Madison Ave	Manhattan		NY	US	10021	40.7657	-73.96981	(212) 555-0108	False	True	800	2200
236 W 56th St	Manhattan		NY	US	10019	40.76597	-73.98298	(212) 555-0187	False	True	800	2200
290 E Main St	Patchogue		NY	US	11772	40.76605	-73.00498	(212) 555-0137	True	True	700	1800
449 Kearny Ave	Kearny		NJ	US	07032	40.76634	-74.14722	(201) 555-0182	False	True	800	2200
90 Park Ave	Madison		NJ	US	07940	40.76636	-74.41998	(201) 555-0123	False	True	1000	2000
1317 1st Ave	Manhattan		NY	US	10021	40.76664	-73.95676	(212) 555-0193	False	False	600	2300
721 11th Ave	Manhattan		NY	US	10019	40.7668	-73.99385	(212) 555-0189	False	False	730	2330
862 9th Ave	Manhattan		NY	US	10019	40.76687	-73.98665	(212) 555-0185	False	True	800	2200
746 Madison Ave	Manhattan		NY	US	10021	40.76688	-73.96893	(212) 555-0106	True	True	600	2300
1159 3rd Ave	Manhattan		NY	US	10021	40.76695	-73.96287	(212) 555-0124	False	False	700	1800
22 E 100 S	Salt Lake City		UT	US	84111	40.76702	-111.89051	(435) 555-0171	True	True	700	1800
177 S Essex Ave	City of Orange TWP		NJ	US	07050	40.76709	-74.23518	(201) 555-0118	False	False	700	1800
315 W 57th St	Manhattan		NY	US	10019	40.76747	-73.98506	(212) 555-0133	False	False	700	1800
51 County Ave	Secaucus		NJ	US	07094	40.7675	-74.06827	(201) 555-0135	False	True	700	1800
56 County Ave	Secaucus		NJ	US	07094	40.76753	-74.06855	(201) 555-0134	False	False	600	2300
24590 Hawthorne Blvd	Torrance		CA	US	90505	33.79922	-118.35122	(209) 555-0180	False	False	700	1800
22 E 65th St	Manhattan		NY	US	10021	40.76781	-73.96969	(212) 555-0167	False	False	900	2400
1356 1st Ave	Manhattan		NY	US	10021	40.76813	-73.95597	(212) 555-0124	False	False	1000	2000
1354 1st Ave	Manhattan		NY	US	10021	40.76815	-73.95596	(212) 555-0172	False	False	800	2200
1382 2nd Ave	Manhattan		NY	US	10021	40.76856	-73.95876	(212) 555-0164	False	False	700	1800
1253 Florida Ave S	Rockledge		FL	US	32955	28.34335	-80.72596	(239) 555-0166	False	True	800	2200
961 Lexington Ave	Manhattan		NY	US	10021	40.76875	-73.96365	(212) 555-0108	False	True	700	1800
1409 York Ave	Manhattan		NY	US	10021	40.76912	-73.95201	(212) 555-0103	False	False	600	2300
2210 Kerrigan Ave	Union City		NJ	US	07087	40.76913	-74.03825	(201) 555-0167	False	True	800	2200
754 E South Temple	Salt Lake City		UT	US	84102	40.76948	-111.86935	(435) 555-0175	False	True	800	2200
7890 W Irlo Bronson Memorial Hwy	Kissimmee		FL	US	34747	28.34551	-81.60332	(239) 555-0166	False	True	700	1800
969 Lexington Ave	Manhattan		NY	US	10021	40.7695	-73.96311	(212) 555-0152	False	False	700	1800
535 Central Ave	City of Orange TWP		NJ	US	07050	40.76953	-74.24318	(201) 555-0174	False	True	700	1800
1407 2nd Ave	Manhattan		NY	US	10021	40.76972	-73.95759	(212) 555-0130	False	True	800	2200
241 E 73rd St	Manhattan		NY	US	10021	40.76975	-73.95898	(212) 555-0113	False	True	700	1800
1431 2nd Ave	Manhattan		NY	US	10021	40.77031	-73.95716	(212) 555-0132	False	False	600	2300
1120 Smithtown Ave	Bohemia		NY	US	11716	40.77033	-73.10868	(212) 555-0176	False	True	800	2200
1453 York Ave	Manhattan		NY	US	10021	40.77034	-73.95113	(212) 555-0194	True	True	700	1800
481 Northfield Ave	West Orange		NJ	US	07052	40.77074	-74.27323	(201) 555-0154	False	True	800	2200
307 E 77th St	Manhattan		NY	US	10021	40.77109	-73.95428	(212) 555-0129	False	False	700	1800
1004 Willis Ave	Albertson		NY	US	11507	40.77112	-73.64886	(212) 555-0171	False	True	800	2200
35 W 64th St	Manhattan		NY	US	10023	40.77154	-73.98122	(212) 555-0191	False	False	1000	2000
606 SW 96th Ct	Miami		FL	US	33174	25.76398	-80.35169	(239) 555-0128	False	True	800	2200
1470 2nd Ave	Manhattan		NY	US	10021	40.77172	-73.95645	(212) 555-0107	True	True	700	1800
1900 Broadway	Manhattan		NY	US	10023	40.77176	-73.98224	(212) 555-0104	False	True	800	2200
1460 2nd Ave	Manhattan		NY	US	10021	40.77181	-73.95638	(212) 555-0129	False	False	600	2300
1501 1st Ave	Manhattan		NY	US	10021	40.77189	-73.95292	(212) 555-0150	False	True	800	2200
405 Delannoy Ave	Cocoa		FL	US	32922	28.35362	-80.72528	(239) 555-0128	True	True	1000	2000
1486 2nd Ave	Manhattan		NY	US	10021	40.7724	-73.95594	(212) 555-0194	True	True	730	2330
544 Bloomfield Ave	Newark		NJ	US	07107	40.7733	-74.18511	(201) 555-0150	False	False	700	1800
1095 Lexington Ave	Manhattan		NY	US	10021	40.77332	-73.96033	(212) 555-0188	False	True	800	2200
60 Palmetto Ave	Merritt Island		FL	US	32953	28.3586	-80.69851	(239) 555-0158	False	False	700	1800
1087 Lexington Ave	Manhattan		NY	US	10021	40.77339	-73.96027	(212) 555-0156	False	False	600	2300
1570 1st Ave	Manhattan		NY	US	10028	40.77401	-73.9517	(212) 555-0197	False	True	700	1800
557 Bloomfield Ave	Newark		NJ	US	07107	40.77418	-74.186	(201) 555-0173	False	True	600	2300
1582 York Ave	Manhattan		NY	US	10028	40.77439	-73.9485	(212) 555-0135	True	True	700	1800
1544 2nd Ave	Manhattan		NY	US	10028	40.77445	-73.95444	(212) 555-0161	False	False	700	1800
1001 W Buena Vista Dr	Orlando		FL	US	32830	28.36334	-81.568	(239) 555-0119	False	True	800	2200
1404 3rd Ave	Manhattan		NY	US	10021	40.77447	-73.95705	(212) 555-0180	False	False	800	2200
205 E 81st St	Manhattan		NY	US	10028	40.77473	-73.95462	(212) 555-0124	False	True	800	2200
1574 2nd Ave	Manhattan		NY	US	10028	40.77501	-73.95402	(212) 555-0167	False	False	700	1800
180 Columbus Ave	Manhattan		NY	US	10023	40.77517	-73.98029	(212) 555-0132	False	True	800	2200
4060 Town Center Blvd	Orlando		FL	US	32837	28.36357	-81.42591	(239) 555-0104	True	True	900	2400
345 E 83rd St	Manhattan		NY	US	10028	40.77523	-73.95205	(212) 555-0196	True	True	600	2300
1594 2nd Ave	Manhattan		NY	US	10028	40.7756	-73.95359	(212) 555-0165	True	True	1000	2000
1603 2nd Ave	Manhattan		NY	US	10028	40.7762	-73.95285	(212) 555-0186	False	True	800	2200
354 E 84th St	Manhattan		NY	US	10028	40.77621	-73.95161	(212) 555-0170	False	True	700	1800
151 E 82nd St	Manhattan		NY	US	10028	40.7763	-73.95648	(212) 555-0176	False	False	800	2200
1606 2nd Ave	Manhattan		NY	US	10028	40.77631	-73.95308	(212) 555-0191	True	False	730	2330
250 E 83rd St	Manhattan		NY	US	10028	40.77648	-73.95434	(212) 555-0188	True	True	600	2300
343 E 85th St	Manhattan		NY	US	10028	40.77652	-73.95107	(212) 555-0146	False	False	700	1800
600 Meadowlands Pkwy	Secaucus		NJ	US	07094	40.77677	-74.08476	(201) 555-0155	True	True	700	1800
14 Belmont Ave	Belleville		NJ	US	07109	40.77679	-74.18553	(201) 555-0125	False	False	700	1800
12361 S Apopka Vineland Rd	Orlando		FL	US	32836	28.38501	-81.50604	(239) 555-0106	False	True	800	2200
1621 2nd Ave	Manhattan		NY	US	10028	40.77687	-73.95237	(212) 555-0195	False	True	900	2400
1640 2nd Ave	Manhattan		NY	US	10028	40.77769	-73.95208	(212) 555-0102	False	False	700	1800
146 E 84th St	Manhattan		NY	US	10028	40.7778	-73.95537	(212) 555-0146	False	True	800	2200
261 Columbus Ave	Manhattan		NY	US	10023	40.7779	-73.97861	(212) 555-0101	False	True	700	1800
143 W 72nd St	Manhattan		NY	US	10023	40.77793	-73.98043	(212) 555-0128	False	False	600	2300
2077 Broadway	Manhattan		NY	US	10023	40.77821	-73.98202	(212) 555-0137	True	True	700	1800
390 Belleville Tpke	North Arlington		NJ	US	07031	40.77835	-74.13189	(201) 555-0133	False	False	900	2400
285 Columbus Ave	Manhattan		NY	US	10023	40.77852	-73.97816	(212) 555-0118	True	True	600	2300
1691 2nd Ave	Manhattan		NY	US	10128	40.77878	-73.95098	(212) 555-0107	False	False	700	1800
316 Columbus Ave	Manhattan		NY	US	10023	40.77889	-73.97758	(212) 555-0195	False	False	800	2200
116 48th St	Union City		NJ	US	07087	40.77898	-74.01627	(201) 555-0184	False	False	700	1800
20 Station Ave	Patchogue		NY	US	11772	40.77903	-73.03001	(212) 555-0185	False	False	700	1800
4702 Broadway	Union City		NJ	US	07087	40.7793	-74.01694	(201) 555-0104	False	True	1000	2000
420 Northern Blvd	Great Neck		NY	US	11021	40.77951	-73.72192	(212) 555-0124	False	True	800	2200
1562 3rd Ave	Manhattan		NY	US	10128	40.7797	-73.95326	(212) 555-0177	False	False	600	2300
50 W 77th St	Manhattan		NY	US	10024	40.78014	-73.97498	(212) 555-0119	True	True	900	2400
359 Columbus Ave	Manhattan		NY	US	10024	40.78028	-73.97686	(212) 555-0180	False	False	700	1800
302 E 92nd St	Manhattan		NY	US	10128	40.78101	-73.94704	(212) 555-0157	False	True	800	2200
148 Franklin St	Belleville		NJ	US	07109	40.7816	-74.18178	(201) 555-0143	True	True	730	2330
1770 2nd Ave	Manhattan		NY	US	10128	40.78216	-73.94881	(212) 555-0149	False	False	600	2300
1364 Lexington Ave	Manhattan		NY	US	10128	40.78237	-73.9534	(212) 555-0155	False	True	800	2200
1814 2nd Ave	Manhattan		NY	US	10128	40.78266	-73.94845	(212) 555-0114	False	False	1000	2000
871 Lowell Ave	Central Islip		NY	US	11722	40.78294	-73.19104	(212) 555-0115	False	True	800	2200
830 S Miami Ave	Miami		FL	US	33130	25.76583	-80.19317	(239) 555-0173	True	True	700	1800
6149 Westwood Blvd	Orlando		FL	US	32821	28.41946	-81.46129	(239) 555-0171	False	True	600	2300
1840 2nd Ave	Manhattan		NY	US	10128	40.78404	-73.94744	(212) 555-0121	False	True	800	2200
475 Columbus Ave	Manhattan		NY	US	10024	40.7842	-73.97399	(212) 555-0137	False	True	900	2400
1679 3rd Ave	Manhattan		NY	US	10128	40.78434	-73.95021	(212) 555-0101	False	False	730	2330
1302 Madison Ave	Manhattan		NY	US	10128	40.78493	-73.95576	(212) 555-0172	True	True	700	1800
179 E 96th St	Manhattan		NY	US	10128	40.78544	-73.95032	(212) 555-0188	False	False	600	2300
503 Columbus Ave	Manhattan		NY	US	10024	40.78559	-73.97298	(212) 555-0133	False	True	800	2200
529 Columbus Ave	Manhattan		NY	US	10024	40.78618	-73.97254	(212) 555-0113	False	True	700	1800
43 Great Neck Rd	Great Neck		NY	US	11021	40.78632	-73.72708	(212) 555-0101	False	False	700	1800
11 River Rd	North Arlington		NJ	US	07031	40.78652	-74.14535	(201) 555-0191	False	False	800	2200
159 Ridge Rd	North Arlington		NJ	US	07031	40.78682	-74.13446	(201) 555-0153	False	True	800	2200
155 Washington Ave	Belleville		NJ	US	07109	40.78686	-74.15294	(201) 555-0166	True	True	700	1800
189 Ridgedale Ave	Florham Park		NJ	US	07932	40.78724	-74.39104	(201) 555-0129	False	True	800	2200
464 William Floyd Pkwy	Shirley		NY	US	11967	40.78756	-72.86396	(212) 555-0138	False	True	800	2200
9300 Airport Blvd E	Orlando		FL	US	32827	28.43482	-81.30562	(239) 555-0137	True	True	730	2330
564 Amsterdam Ave	Manhattan		NY	US	10024	40.78859	-73.97421	(212) 555-0175	True	True	600	2300
76 Middle Neck Rd	Great Neck		NY	US	11021	40.78866	-73.72925	(212) 555-0166	False	False	900	2400
1106 Northern Blvd	Manhasset		NY	US	11030	40.78985	-73.70382	(212) 555-0128	False	False	800	2200
3 Mill Creek Dr	Secaucus		NJ	US	07094	40.79045	-74.0521	(201) 555-0146	False	False	700	1800
8986 International Dr	Orlando		FL	US	32819	28.43915	-81.47136	(239) 555-0149	False	False	700	1800
148 Glen Cove Rd	Roslyn Heights		NY	US	11577	40.7908	-73.62138	(212) 555-0182	False	True	800	2200
692 Columbus Ave	Manhattan		NY	US	10025	40.79107	-73.96864	(212) 555-0121	False	False	730	2330
697 Columbus Ave	Manhattan		NY	US	10025	40.79118	-73.96887	(212) 555-0120	True	True	600	2300
680 Columbus Ave	Manhattan		NY	US	10025	40.79118	-73.96856	(212) 555-0145	False	False	700	1800
8633 International Dr	Orlando		FL	US	32819	28.44116	-81.4705	(239) 555-0150	False	False	800	2200
34 Wheeler Rd	Central Islip		NY	US	11722	40.79204	-73.20301	(212) 555-0159	False	True	700	1800
466 Prospect Ave	West Orange		NJ	US	07052	40.79205	-74.25451	(201) 555-0197	False	False	900	2400
2479 Broadway	Manhattan		NY	US	10025	40.7924	-73.97343	(212) 555-0164	False	True	700	1800
113 S Livingston Ave	Livingston		NJ	US	07039	40.79264	-74.31455	(201) 555-0195	False	False	600	2300
119 S Livingston Ave	Livingston		NJ	US	07039	40.79272	-74.31461	(201) 555-0144	False	False	800	2200
450 Main St	West Orange		NJ	US	07052	40.79276	-74.23309	(201) 555-0183	True	False	700	1800
150 St	Morristown		NJ	US	07960	40.79297	-74.47747	(201) 555-0143	True	True	600	2300
124 Washington St	Bloomfield		NJ	US	07003	40.79317	-74.20133	(201) 555-0175	True	True	700	1800
5 Railroad Ave	Roslyn		NY	US	11576	40.79332	-73.64361	(212) 555-0152	False	True	800	2200
88 Washington St	Bloomfield		NJ	US	07003	40.79354	-74.19857	(201) 555-0129	False	True	900	2400
90 St	Morristown		NJ	US	07960	40.79379	-74.47844	(201) 555-0157	False	True	800	2200
8148 International Dr	Orlando		FL	US	32819	28.44909	-81.47076	(239) 555-0182	False	False	700	1800
168 Plandome Rd	Manhasset		NY	US	11030	40.79513	-73.69886	(212) 555-0130	True	True	700	1800
13 St	Morristown		NJ	US	07960	40.79615	-74.48088	(201) 555-0120	False	False	700	1800
730 Sand Lake Rd	Orlando		FL	US	32809	28.45047	-81.38837	(239) 555-0110	False	True	800	2200
2637 Broadway	Manhattan		NY	US	10025	40.79678	-73.97019	(212) 555-0170	False	True	800	2200
2124 Northern Blvd	Manhasset		NY	US	11030	40.7968	-73.66999	(212) 555-0184	False	True	700	1800
10 Meadowlands Pkwy	Secaucus		NJ	US	07094	40.79757	-74.06687	(201) 555-0153	False	True	800	2200
369 Plandome Rd	Manhasset		NY	US	11030	40.79764	-73.69951	(212) 555-0165	True	True	700	1800
1042 Northern Blvd	Roslyn		NY	US	11576	40.79781	-73.66542	(212) 555-0107	False	False	600	2300
227 Eisenhower Pkwy	Livingston		NJ	US	07039	40.7984	-74.34106	(201) 555-0178	True	True	900	2400
237 W 105th St	Manhattan		NY	US	10025	40.79984	-73.96674	(212) 555-0169	False	True	600	2300
2770 Broadway	Manhattan		NY	US	10025	40.80171	-73.96786	(212) 555-0160	True	True	700	1800
650 Ridge Rd	Lyndhurst		NJ	US	07071	40.80171	-74.12391	(201) 555-0131	False	False	1000	2000
366 Franklin Ave	Belleville		NJ	US	07109	40.80179	-74.17007	(201) 555-0144	True	False	700	1800
1001 Sand Lake Rd	Orlando		FL	US	32809	28.45075	-81.39094	(239) 555-0165	False	False	600	2300
1516 Old Northern Blvd	Roslyn		NY	US	11576	40.80226	-73.64705	(212) 555-0107	False	True	800	2200
998 Amsterdam Ave	Manhattan		NY	US	10025	40.80261	-73.96393	(212) 555-0110	False	False	700	1800
624 Middle Neck Rd	Great Neck		NY	US	11023	40.80328	-73.73568	(212) 555-0134	False	False	700	1800
1712 Veterans Memorial Hwy	Central Islip		NY	US	11722	40.8045	-73.17924	(212) 555-0179	False	True	800	2200
2841 Broadway	Manhattan		NY	US	10025	40.80454	-73.96641	(212) 555-0155	True	True	900	2400
140 W Hillcrest Dr	Thousand Oaks		CA	US	91360	34.18053	-118.87929	(209) 555-0175	False	True	900	2400
400 Furrows Rd	Holbrook		NY	US	11741	40.80673	-73.07243	(212) 555-0167	False	False	700	1800
896 Johnson Ave	Ronkonkoma		NY	US	11779	40.80739	-73.12281	(212) 555-0116	True	True	700	1800
18 Washington Ave	Nutley		NJ	US	07110	40.80753	-74.14678	(201) 555-0101	False	False	600	2300
2950 Expressway Dr S	Central Islip		NY	US	11722	40.8085	-73.18707	(212) 555-0124	False	False	800	2200
6 Baldwin St	Montclair TWP		NJ	US	07042	40.80868	-74.20747	(201) 555-0166	False	False	600	2300
83 Main St	Westhampton Beach		NY	US	11978	40.8093	-72.64388	(212) 555-0152	False	False	730	2330
420 Jericho Tpke	Syosset		NY	US	11791	40.81002	-73.50062	(212) 555-0183	False	False	700	1800
455 Valley Brook Ave	Lyndhurst		NJ	US	07071	40.81101	-74.12288	(201) 555-0163	False	False	700	1800
500 Tiffany St	Bronx		NY	US	10474	40.81116	-73.89062	(212) 555-0101	False	True	800	2200
528 Riverside Ave	Lyndhurst		NJ	US	07071	40.8116	-74.13679	(201) 555-0158	False	True	900	2400
316 Valley Brook Ave	Lyndhurst		NJ	US	07071	40.81342	-74.12667	(201) 555-0192	False	True	800	2200
11 S Fullerton Ave	Montclair TWP		NJ	US	07042	40.8135	-74.21817	(201) 555-0189	False	True	700	1800
238 Franklin Ave	Nutley		NJ	US	07110	40.8155	-74.16242	(201) 555-0189	False	False	700	1800
1251 Veterans Memorial Hwy	Hauppauge		NY	US	11788	40.81557	-73.19338	(212) 555-0102	True	False	1000	2000
7 Ridge Rd	Lyndhurst		NJ	US	07071	40.81558	-74.11339	(201) 555-0112	False	False	700	1800
118 Walnut St	Montclair TWP		NJ	US	07042	40.81728	-74.21192	(201) 555-0122	False	False	600	2300
2353 New York Ave	Huntington Station		NY	US	11746	40.8179	-73.40739	(212) 555-0156	False	True	800	2200
720 Bloomfield Ave	Montclair TWP		NJ	US	07042	40.81822	-74.22302	(201) 555-0131	True	True	730	2330
4029 E Tremont Ave	Bronx		NY	US	10465	40.81914	-73.81753	(212) 555-0118	False	False	700	1800
341 SR-10	Whippany		NJ	US	07981	40.81988	-74.40606	(201) 555-0177	False	True	800	2200
6515 International Dr	Orlando		FL	US	32819	28.45957	-81.46884	(239) 555-0136	False	True	600	2300
1003 E 163rd St	Bronx		NY	US	10459	40.8211	-73.89336	(212) 555-0195	False	True	800	2200
3938 E Tremont Ave	Bronx		NY	US	10465	40.8211	-73.81839	(212) 555-0126	True	True	700	1800
935 E 163rd St	Bronx		NY	US	10459	40.82113	-73.89658	(212) 555-0114	False	False	700	1800
970 W Jericho Tpke	Huntington		NY	US	11743	40.82205	-73.44482	(212) 555-0112	False	True	700	1800
2031 S Mooney Boulevard	Visalia		CA	US	93277	36.31239	-119.31392	(209) 555-0103	False	True	600	2300
555 Anderson Ave	Cliffside Park		NJ	US	07010	40.8235	-73.98913	(201) 555-0117	False	False	800	2200
151 Valley Rd	Montclair TWP		NJ	US	07042	40.82392	-74.21901	(201) 555-0164	True	False	700	1800
8 Capitol Ct	Hauppauge		NY	US	11788	40.82423	-73.26025	(212) 555-0122	False	True	800	2200
451 Hawkins Ave	Ronkonkoma		NY	US	11779	40.8251	-73.10754	(212) 555-0160	False	True	800	2200
633 SR-10	Whippany		NJ	US	07981	40.82576	-74.4202	(201) 555-0116	False	False	700	1800
823 W Jericho Tpke	Huntington		NY	US	11743	40.8258	-73.44195	(212) 555-0191	False	True	800	2200
125 Bloomfield Ave	Verona		NJ	US	07044	40.82592	-74.2332	(201) 555-0192	False	True	900	2400
8 Cold Spring Rd	Syosset		NY	US	11791	40.82622	-73.50041	(212) 555-0185	False	True	800	2200
2 Hilliard Ave	Edgewater		NJ	US	07020	40.82628	-73.97428	(201) 555-0123	False	False	600	2300
434 Ridgedale Ave	East Hanover		NJ	US	07936	40.82641	-74.36006	(201) 555-0154	True	True	700	1800
200 Portion Rd	Ronkonkoma		NY	US	11779	40.82658	-73.1055	(212) 555-0175	False	False	900	2400
140 Park Ave	Rutherford		NJ	US	07070	40.82673	-74.10643	(201) 555-0131	False	True	800	2200
452 W Jericho Tpke	Huntington		NY	US	11743	40.82779	-73.43246	(212) 555-0145	False	False	700	1800
1250 Coast Village Rd	Santa Barbara		CA	US	93108	34.42141	-119.64222	(209) 555-0118	False	True	700	1800
1001 Castle Hill Ave	Bronx		NY	US	10472	40.82806	-73.85007	(212) 555-0166	False	False	700	1800
3737 Kings Hwy	Cocoa		FL	US	32927	28.49079	-80.77647	(239) 555-0142	False	False	700	1800
33 Berry Hill Rd	Syosset		NY	US	11791	40.82851	-73.50212	(212) 555-0134	False	False	600	2300
326 W Jericho Tpke	Huntington		NY	US	11743	40.82863	-73.42148	(212) 555-0168	False	True	800	2200
335 Paterson Plank Rd	Carlstadt		NJ	US	07072	40.82871	-74.08089	(201) 555-0104	False	False	700	1800
14 Haven Ave	Port Washington		NY	US	11050	40.82978	-73.68805	(212) 555-0162	False	True	700	1800
179 Main St	Port Washington		NY	US	11050	40.83056	-73.69327	(212) 555-0129	False	False	900	2400
170 Main St	Port Washington		NY	US	11050	40.83085	-73.69342	(212) 555-0150	False	True	800	2200
600 Portion Rd	Ronkonkoma		NY	US	11779	40.83126	-73.08759	(212) 555-0145	False	False	700	1800
716 Glen Cove Ave	Glen Head		NY	US	11545	40.83144	-73.6298	(212) 555-0109	False	False	800	2200
689 Glen Cove Ave	Glen Head		NY	US	11545	40.83237	-73.62963	(212) 555-0160	False	True	800	2200
2509 S Orange Ave	Orlando		FL	US	32806	28.51439	-81.37644	(239) 555-0140	True	True	700	1800
2 Shore Rd	Port Washington		NY	US	11050	40.83287	-73.69898	(212) 555-0111	False	True	800	2200
1005 Edgewater Ave	Ridgefield		NJ	US	07657	40.83371	-74.01108	(201) 555-0139	False	True	800	2200
8 Allegheny Dr W	Farmingville		NY	US	11738	40.83444	-73.01968	(212) 555-0134	True	True	700	1800
2131 Starling Ave	Bronx		NY	US	10462	40.83635	-73.854	(212) 555-0138	True	True	700	1800
2417 S Hiawassee Rd	Orlando		FL	US	32835	28.51541	-81.48526	(239) 555-0137	False	False	900	2400
4 Alvin Pl	Montclair TWP		NJ	US	07043	40.8368	-74.20777	(201) 555-0149	True	False	600	2300
211 Darling Ave	Nutley		NJ	US	07110	40.83717	-74.16317	(201) 555-0168	False	True	800	2200
366 Paterson Ave	East Rutherford		NJ	US	07073	40.83737	-74.09907	(201) 555-0180	True	True	700	1800
1131 Bloomfield Ave	Clifton		NJ	US	07012	40.83885	-74.16217	(201) 555-0156	False	True	800	2200
2184 Amsterdam Ave	Manhattan		NY	US	10032	40.8401	-73.93663	(212) 555-0155	False	False	730	2330
318 N Carson Street	Carson City		NV	US	89701	39.1654	-119.76692	(702) 555-0137	False	True	800	2200
443 Paterson Ave	East Rutherford		NJ	US	07073	40.84044	-74.10103	(201) 555-0161	True	True	600	2300
197 Bellevue Ave	Montclair TWP		NJ	US	07043	40.84049	-74.20515	(201) 555-0116	False	False	900	2400
439 Bloomfield Ave	Caldwell		NJ	US	07006	40.84221	-74.28086	(201) 555-0141	False	False	700	1800
55 Moonachie Ave	Moonachie		NJ	US	07074	40.8423	-74.07466	(201) 555-0192	False	True	800	2200
523 S Chickasaw Trail	Orlando		FL	US	32825	28.53791	-81.27562	(239) 555-0110	False	False	600	2300
1218 St Nicholas Ave	Manhattan		NY	US	10032	40.84255	-73.93886	(212) 555-0126	False	False	600	2300
461 Bloomfield Ave	Caldwell		NJ	US	07006	40.84271	-74.28138	(201) 555-0159	False	True	800	2200
1624 New York Ave	Huntington Station		NY	US	11746	40.84354	-73.41217	(212) 555-0125	False	False	700	1800
1008 Oyster Bay Rd	East Norwich		NY	US	11732	40.84357	-73.53346	(212) 555-0186	False	True	800	2200
76 Market St	Clifton		NJ	US	07012	40.84567	-74.16162	(201) 555-0163	False	True	800	2200
3284 Ampere Ave	Bronx		NY	US	10465	40.84629	-73.81782	(212) 555-0119	True	True	700	1800
535 E Tremont Ave	Bronx		NY	US	10457	40.8464	-73.89578	(212) 555-0188	False	False	700	1800
55 W Church St	Orlando		FL	US	32801	28.54039	-81.3799	(239) 555-0153	False	False	800	2200
153 Washington Ave	Little Ferry		NJ	US	07643	40.8466	-74.03859	(201) 555-0195	False	True	800	2200
1715 Crosby Ave	Bronx		NY	US	10461	40.84662	-73.83204	(212) 555-0138	False	True	700	1800
1012 W Jericho Tpke	Smithtown		NY	US	11787	40.84707	-73.25314	(212) 555-0182	True	True	730	2330
900 Morris Park Ave	Bronx		NY	US	10462	40.84709	-73.85915	(212) 555-0146	False	False	600	2300
3019 Westchester Ave	Bronx		NY	US	10461	40.8472	-73.83197	(212) 555-0118	False	False	800	2200
27 Ridgefield Ave	Ridgefield Park		NJ	US	07660	40.84872	-74.02688	(201) 555-0144	False	True	800	2200
61 New Rd	Parsippany		NJ	US	07054	40.85043	-74.34978	(201) 555-0154	False	True	800	2200
144 Main St	Fort Lee		NJ	US	07024	40.85079	-73.96743	(201) 555-0192	False	False	730	2330
1301 N Carson St	Carson City		NV	US	89701	39.17177	-119.76692	(702) 555-0143	True	True	700	1800
1 S Orange Ave	Orlando		FL	US	32801	28.5414	-81.37913	(239) 555-0102	False	False	700	1800
210 Main St	Fort Lee		NJ	US	07024	40.85134	-73.97061	(201) 555-0100	False	False	600	2300
40 Clinton Rd	Caldwell		NJ	US	07006	40.8514	-74.29372	(201) 555-0164	False	True	800	2200
5088 N Blackstone Avenue	Fresno		CA	US	93710	36.81005	-119.79042	(209) 555-0121	False	True	900	2400
3209 Westchester Ave	Bronx		NY	US	10461	40.8516	-73.82971	(212) 555-0154	False	False	900	2400
273 Valley Blvd	Wood-Ridge		NJ	US	07075	40.85164	-74.08482	(201) 555-0177	False	True	800	2200
3289 Westchester Ave	Bronx		NY	US	10461	40.85254	-73.82756	(212) 555-0193	False	False	700	1800
5251 N Blackstone Avenue	Fresno		CA	US	93710	36.8127	-119.79042	(209) 555-0184	False	True	800	2200
5763 N Palm Avenue	Fresno		CA	US	93704	36.82215	-119.80834	(209) 555-0107	False	True	700	1800
557 Pompton Ave	Cedar Grove		NJ	US	07009	40.85413	-74.23011	(201) 555-0150	False	False	600	2300
2342 Arthur Ave	Bronx		NY	US	10458	40.85416	-73.88889	(212) 555-0153	False	True	800	2200
2311 Arthur Ave	Bronx		NY	US	10458	40.85437	-73.88838	(212) 555-0194	True	True	900	2400
774 Lydig Ave	Bronx		NY	US	10462	40.85461	-73.86423	(212) 555-0195	False	False	700	1800
667 E 187th St	Bronx		NY	US	10458	40.85469	-73.88578	(212) 555-0132	False	True	800	2200
170 Main St	Ridgefield Park		NJ	US	07660	40.85505	-74.02545	(201) 555-0155	True	True	730	2330
370 US-46	South Hackensack		NJ	US	07606	40.85549	-74.04608	(201) 555-0105	False	False	900	2400
